Sr2AlTiO6	-2.8966578477909026	0.03566673751606686
Sr2AlVO6	-2.8411932749351765	0.1011481341171474
Sr2AlMnO6	-2.4684787531363326	0.033253221591304172
Sr2AlCoO6	-2.174740262087653	0.067833883631291947
Sr2AlZrO6	-2.943489858688281	0.060197818402548453
Sr2AlNbO6	-3.0045462846752344	-0.037262431746709623
Sr2AlMoO6	-2.692975665252379	0.022597235514478342
Sr2AlRuO6	-2.3246672976873013	-0.0076369518648231605
Sr2AlSbO6	-2.481267836639745	0.0075286832951029226
Sr2AlTeO6	-2.223829996934273	0.085381976249963021
Sr2AlIO6	-2.0131957481055	0.087735930916884808
Sr2AlHfO6	-2.9986152235088412	0.055905300897484356
Sr2AlTaO6	-3.0857892713911497	-0.052008067283486614
Sr2AlWO6	-2.7222598010032923	0.048038929857982193
Sr2AlReO6	-2.5253371891521965	0.047414089599413067
Sr2AlOsO6	-2.33282646094367	0.0036363622277297836
Sr2AlIrO6	-2.224888753313371	-0.11259204639422915
Sr2AlBiO6	-2.2189789442392795	0.044598653890579598
Sr2CaTiO6	-2.5744665369708857	0.16612736844751907
Sr2CaVO6	-2.5720030858883547	0.1786076432754049
Sr2CaMnO6	-2.238459711120231	0.077285753417459802
Sr2CaCoO6	-1.9764147197458442	0.074428746084536757
Sr2CaZrO6	-2.6370922116932887	0.17486478550897555
Sr2CaNbO6	-2.734491059357242	0.04955208062672245
Sr2CaMoO6	-2.6739167578582963	-0.00371117691208811
Sr2CaRuO6	-2.1904628361792673	-0.051000511955187733
Sr2CaSbO6	-2.286604551939763	0.0040812755379655563
Sr2CaTeO6	-2.2646334256042793	-0.038904405176011458
Sr2CaIO6	-1.9700027722095002	-0.073561798212790519
Sr2CaHfO6	-2.693160627823727	0.16962921669403297
Sr2CaTaO6	-2.8229499811413006	0.024510339012500104
Sr2CaWO6	-2.797431411055277	-0.032731232991379144
Sr2CaReO6	-2.53583472863329	-0.0083902445938535131
Sr2CaOsO6	-2.294871472275736	-0.03836229409701053
Sr2CaIrO6	-2.14865857963332	-0.20164941170060002
Sr2CaBiO6	-2.024195092704031	0.050614988445802922
Sr2ScTiO6	-2.992722208394389	0.04616562055534823
Sr2ScVO6	-2.971337764016698	0.07723056958457164
Sr2ScMnO6	-2.615810428205805	-0.0017710401367820872
Sr2ScCoO6	-2.343746654433198	0.0053234711097505105
Sr2ScZrO6	-3.0450340885067817	0.064880513132993478
Sr2ScNbO6	-3.136606305495661	-0.054269241980364313
Sr2ScMoO6	-2.8383896792957786	-0.025096537404715402
Sr2ScRuO6	-2.489991520452713	-0.05223527269730166
Sr2ScSbO6	-2.670346583533319	-0.08170315161807995
Sr2ScTeO6	-2.406524089312825	0.034082113209175979
Sr2ScIO6	-2.1920400419789985	0.0023585364552216603
Sr2ScHfO6	-3.1039045288222953	0.056842920132976538
Sr2ScTaO6	-3.2201164222236	-0.074362178538467383
Sr2ScWO6	-2.8851230806738384	-0.0025990261279806859
Sr2ScReO6	-2.6841991573366615	0.0099636041925244001
Sr2ScOsO6	-2.5062803702341627	-0.036772767230321524
Sr2ScIrO6	-2.405717267256841	-0.18457367106811917
Sr2ScBiO6	-2.4073007792925636	-0.034308880976004374
Sr2TiVO6	-2.950421888324945	-6.7078326578151604e-05
Sr2TiMnO6	-2.7194590685019646	-0.0008395664170164352
Sr2TiCoO6	-2.4327177942293927	0.030466221184956233
Sr2TiZrO6	-3.216658723884939	0.015404819960440186
Sr2TiNbO6	-3.018689140448805	-0.031290449463155401
Sr2TiMoO6	-2.771282003998931	0.018388244296328793
Sr2TiRuO6	-2.492682642375803	-0.014359538887038337
Sr2TiSbO6	-2.5176565834262874	0.088654613811813832
Sr2TiTeO6	-2.412568966620893	0.05807713098114009
Sr2TiIO6	-2.084824753497105	0.21750940516413886
Sr2TiHfO6	-3.2677531780354	0.015143213125475175
Sr2TiTaO6	-3.071377589827898	-0.035190316192110771
Sr2TiWO6	-2.7805473372029157	0.044753044192915148
Sr2TiReO6	-2.611851256673981	0.043991550633875942
Sr2TiOsO6	-2.459862169652479	0.0091098928133472867
Sr2TiIrO6	-2.406797073909911	-0.066819569106792542
Sr2TiBiO6	-2.4137889096309664	0.069275066527825224
Sr2VTiO6	-2.950421888324945	-6.7078326578151604e-05
Sr2VMnO6	-2.5301562653443397	0.053921702155716122
Sr2VCoO6	-2.305921804211721	0.12109504744528321
Sr2VZrO6	-2.9999639557323463	0.029857674707127302
Sr2VNbO6	-2.839257511541291	-0.04595196715908223
Sr2VMoO6	-2.591973016794327	0.047618026445434225
Sr2VRuO6	-2.306719145362331	0.094262179586758421
Sr2VSbO6	-2.354824299789834	0.14374766942397255
Sr2VTeO6	-2.142911397122316	0.24743555558694652
Sr2VIO6	        -2.203555736184626	0.072646960004211891
Sr2VHfO6	-3.0463117309878727	0.031391445152794351
Sr2VTaO6	-2.9044568094301213	-0.044244261842741661
Sr2VWO6	        -2.6089356952623346	0.056879516041908662
Sr2VReO6	-2.4284925149191623	0.098081521181768938
Sr2VOsO6	-2.263936306239702	0.12383468349354132
Sr2VIrO6	-2.2145660197624237	0.087754818737608264
Sr2VBiO6	-2.3118634982231017	0.15238907054708761
